,"Брусок 42*33 чист","ДСтП 38мм","п/м хв. 40мм","Шл.шкурка ткань60-80  (1115х2150)","п/м бук 36мм","Скоба Акес","ХДФ 3мм","Брусок 1800х16х51,5","2-у кратная заготовка профиль 552(шпон Венге)","2-у кратная заготовка профиль 552(шпон Сапели)","2-у кратная заготовка профиль 552(шпон дуб514)","2-у кратная заготовка профиль 552(шпон Тик)","2-у кратная заготовка профиль 552(шпон дуб седой)","Термонить","Шлиф. лента на сцепл. основе","Клеевая нить","Клей Дорус МД 072","FOLCO-LIT D2EX","Шл.губка №180","ДСтП 16мм","шл.шкурка Р120-150","Шпон файн.лайн.SBT2R514/Х3РТ","Бусок 39*28 чист","Бусок 39*28 грязн.","Брус срощенный     1800х130х45","V-гвоздь Н=15мм","Скоба упаковочная 80/16","Шпилька Омер 6/26","Шпон ф.л. Дуб седой ТВТ 2В 1960/00/XV","Шпон ф.л. Дуб 2R 377/ХV","Шпон ф.л. Дуб 2R 377/F1","Шпон зебрано 7Т 235/00/Y17","Шпон тик ST 2T 96/00/Y17","Шпон макоре радиал. АВ","Шпон вишня"," Шпон сапеле радиал. ","Шпон ф.л. Венге 2R 38V","Шпон ф.л. дуб белен SBT 2R510","Шпон ф.л. нац.орех 270/XV","Шпон ф.л. нац.орех 270 FN","Шпон тем. Дуб 528/Y19","Шпон тем. Дуб 528/F1","Шпон тем. Дуб 524/Y17","Шпон Сипо","Шл.губка","Клей-расплав Дорус 621","Смола КФЖ","Хлористый аммоний","шл.шкурка тканьР100   (100х50м)","шл.шкурка бумР120   (115х50м)","шл.шкурка бум      Р180-240  (150х5030)","шл.шкурка бум   Р150-220   (2620х1130)","Скоба 80/08","Шпатлевка","Кромочный матер. Милан.ор.","Кромочный матер. Итал.ор","Сотовое  заполнение Н=33,5","Сотовое  заполнение Н=28,5","рамка багет. Бекар 11-2 ясень ПГ","рамка багет. Бекар 11-2 ясень ПО","Паста L0071","Лак НЦ кнехоцель","Растворитель №646","Шл.шкурка бум     Р300-400   (2620х1130)","Шл.шкурка бумР150   (115х50м)","Шл.губка","Упаковка ""LUKITURI"" 2000*143","Упаковка 2100*200","Упаковка 2100*500","Пленка п/э 0,05мм","Скотч (66м)","Скоба упаковочная 80/16","Краситель Е-50","Шпилька Сенко AZ13","Герметик силиконовый","Протектор угловой (зеленый)","Стекло узорч. ","Стекло Мистлайт","Профиль погонаж. Милан.ор","Профиль погонаж. итал.ор","Скоба угл. Н-15","Шпилька Омер 12/25","Шпилька Омер 6/26","Лак ПУ","Отвердитель INUR0038","Восковый карандаш","ацетон","Краситель патина (золото)","Краситель водный","Краситель Р33","Шпатлевка УФ-праймер","Лак водный Икра 097Е30","Грунт Уф праймер","рамка багетная береза ПГ","рамка багетная береза ПО","рамка багет Бекар 12-2  ПГ","рамка багет. Бекар 12-2  ПО","Коробка Пальмира без отд. Дуб","Коробка Пальмира без отд. Виш","Коробка Пальмира без отд. Бел.Дуб","Коробка Пальмира без отд. Орех","шл.губка","шл.лента ткань     Р150-180  (100*2800)","Лак водный  ""ICRA""","Грунт п/у  FPUR 0038","заглушка №12 милан.","Скоба упак 80/16","петля","уплотнитель красно-коричневый","уплотнитель бежевый"," Гофрокартон 2150*330     ""TISCHLER"" (кор.стойки)"," Гофрокартон 1060*246     ""TISCHLER"" (кор. Планки)","уплотнитель светло-бежевый","гайка опорная","винт опорный","Пленка п/э","Лента п/п","Уголок пластиковый","Пленка стрейч","Коробка Сити без отдел. Бел.дуб","Коробка Сити без отдел. Орех","Коробка Сити без отдел. вишня","Коробка Сити без отдел. Венге","Замок для ленты(Скоба С:1,1)","Коробка Фламенко венге","Коробка Фламенко дуб бел.","Коробка Фламенко кр.дер","Коробка Фламенко орех","Коробка Фламенко дуб","Скотч","наличник сфера дуб","наличник сфера бел.дуб","наличник сфера орех","наличник сфера вишня","наличник сфера венге","наличник сити бел.дуб","наличник сити орех","наличник сити вишня","наличник сити венге","Уплотнитель ""шоко""","Бумага писчая","разбавитель DILL 0403","Заглушка   №14 милан.","наличник капля","коробка Юпитер","наличник гладкий","Профиль 552 тик","Профиль 552венге","Профиль 552 дуб 514","Профиль 552 сапеле","Профиль 551дуб 514","Стекло сатината","Краситель водный ВАПА(красное дерево)","Рамка Респект ПГ","Рамка Респект ПО","шл.шкурка ткань      Р150-180  (80х2950)","шл.бобина D150х30  dп32мм М63","шл.лента ткань     Р120  (100*2800)","шл.круг (скотч-брайт)     Р240-280  ","Пакет п/этилен. для фурнитуры"," Гофрокартон 1330*246     ""TISCHLER"" (кор. Планки)","заглушка №12 итал.","заглушка №14 итал.","Уплотнитель ""Контур""   милан."," Гофрокартон 2070*77     ""LUKITURI"" (кор.стойки)"," Гофрокартон 1330*73     ""LUKITURI""   (кор. Планки)"," Гофрокартон 1060*73     ""LUKITURI""   (кор. Планки)","Паста черная","Паста желтая","Паста красная","Упаковка ""БЕКАР"" 2000*143","Протектор угловой (белый)"
"Фламенко 62-3 ПГ 600 шпон дуб",,,,"0,009","0,0232","54,000","2,748",,,,,,,,,"0,006","0,020",,,"0,0333",,,"0,0057","0,0026",,,,,,"1,385","2,144",,,,,,,,,,,,,,,"0,061","0,544","0,005","0,001","0,001","0,007","0,007","4,000","0,001",,,,"0,730",,,,"0,047","0,015","0,005","0,0003","0,070","2,000",,"0,450","0,112","0,050","8,000",,,,,,,,,,,,,,"0,001","0,070","0,047",,,"0,041","0,508","0,060",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 600 шпон красное дерево",,,,"0,009","0,0232","54,000","2,748",,,,,,,,,"0,006","0,020",,,"0,0333",,,"0,0057","0,0026",,,,,,,,,,,,"4,460",,,,,,,,,,"0,061","0,544","0,005","0,001","0,001","0,007","0,007","4,000","0,001",,,,"0,730",,,,,"0,015","0,005","0,0003","0,070","2,000",,"0,450","0,112","0,050","8,000","0,004",,,,,,,,,,,,,"0,001","0,190",,,"0,016","0,048","0,533","0,053",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,"0,003","0,001","0,001",,
"Фламенко 62-3 ПГ 600 шпон национальный орех",,,,"0,009","0,0232","54,000","2,748",,,,,,,,,"0,006","0,020",,,"0,0333",,,"0,0057","0,0026",,,,,,,,,,,,,,,"1,986","1,115",,,,,,"0,061","0,544","0,005","0,001","0,001","0,007","0,007","4,000","0,001",,,,"0,730",,,,,"0,015","0,005","0,0003","0,070","2,000",,"0,450","0,112","0,050","8,000","0,015",,,,,,,,,,,,,"0,001","0,115",,,,"0,041","0,508","0,060",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 600 шпон темный дуб",,,,"0,009","0,0232","54,000","2,748",,,,,,,,,"0,006","0,020",,,"0,0333",,,"0,0057","0,0026",,,,,,,,,,,,,,,,,"1,385","2,144",,,,"0,061","0,544","0,005","0,001","0,001","0,007","0,007","4,000","0,001",,,,"0,730",,,,,"0,015","0,005","0,0003","0,070","2,000",,"0,450","0,112","0,050","8,000",,,,,,,,,,,,,,"0,001","0,070",,"0,039",,"0,041","0,508","0,060",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 600 укороченное шпон венге",,,,"0,009","0,0232","54,000","2,748",,,,,,,,,"0,006","0,020",,,"0,0333",,,"0,0057","0,0026",,,,,,,,,,,,,"3,148",,,,,,,,,"0,061","0,544","0,005","0,001","0,001","0,007","0,007","4,000","0,001",,,,"0,730",,,,,"0,015","0,005","0,0003","0,070","2,000",,"0,450","0,112","0,050","8,000",,,,,,,,,,,,,,"0,001","0,122",,,"0,026","0,041","0,533","0,060",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 600 укороченное шпон дуб",,,,"0,009","0,0232","54,000","2,748",,,,,,,,,"0,006","0,020",,,"0,0333",,,"0,0057","0,0026",,,,,,"1,385","2,144",,,,,,,,,,,,,,,"0,061","0,544","0,005","0,001","0,001","0,007","0,007","4,000","0,001",,,,"0,730",,,,"0,047","0,015","0,005","0,0003","0,070","2,000",,"0,450","0,112","0,050","8,000",,,,,,,,,,,,,,"0,001","0,070","0,047",,,"0,041","0,508","0,060",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 600 укороченное шпон красное дерево",,,,"0,009","0,0232","54,000","2,748",,,,,,,,,"0,006","0,020",,,"0,0333",,,"0,0057","0,0026",,,,,,,,,,,,"4,460",,,,,,,,,,"0,061","0,544","0,005","0,001","0,001","0,007","0,007","4,000","0,001",,,,"0,730",,,,,"0,015","0,005","0,0003","0,070","2,000",,"0,450","0,112","0,050","8,000","0,004",,,,,,,,,,,,,"0,001","0,190",,,"0,016","0,048","0,533","0,053",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,"0,003","0,001","0,001",,
"Фламенко 62-3 ПГ 600 укороченное шпон национальный орех",,,,"0,009","0,0232","54,000","2,748",,,,,,,,,"0,006","0,020",,,"0,0333",,,"0,0057","0,0026",,,,,,,,,,,,,,,"1,986","1,115",,,,,,"0,061","0,544","0,005","0,001","0,001","0,007","0,007","4,000","0,001",,,,"0,730",,,,,"0,015","0,005","0,0003","0,070","2,000",,"0,450","0,112","0,050","8,000","0,015",,,,,,,,,,,,,"0,001","0,115",,,,"0,041","0,508","0,060",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 600 укороченное шпон темный дуб",,,,"0,009","0,0232","54,000","2,748",,,,,,,,,"0,006","0,020",,,"0,0333",,,"0,0057","0,0026",,,,,,,,,,,,,,,,,"1,385","2,144",,,,"0,061","0,544","0,005","0,001","0,001","0,007","0,007","4,000","0,001",,,,"0,730",,,,,"0,015","0,005","0,0003","0,070","2,000",,"0,450","0,112","0,050","8,000",,,,,,,,,,,,,,"0,001","0,070",,"0,039",,"0,041","0,508","0,060",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 700 шпон венге",,,,"0,010","0,0265","54,000","3,195",,,,,,,,,"0,006","0,020",,,"0,0396",,,"0,0059","0,0026",,,,,,,,,,,,,"3,649",,,,,,,,,"0,061","0,633","0,006","0,001","0,001","0,008","0,008","4,000","0,001",,,,"0,891",,,,,"0,015","0,006","0,0003","0,070","2,000",,"0,550","0,128","0,050","8,000",,,,,,,,,,,,,,"0,001","0,132",,,"0,031","0,048","0,617","0,070",,,,,,,,,,,,,,,,,,,,,,,,"0,650","0,200","0,007",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 700 шпон дуб",,,,"0,010","0,0265","54,000","3,195",,,,,,,,,"0,006","0,020",,,"0,0396",,,"0,0059","0,0026",,,,,,"0,715","4,168",,,,,,,,,,,,,,,"0,061","0,633","0,006","0,001","0,001","0,008","0,008","4,000","0,001",,,,"0,891",,,,"0,051","0,015","0,006","0,0003","0,070","2,000",,"0,550","0,128","0,050","8,000",,,,,,,,,,,,,,"0,001","0,070","0,051",,,"0,048","0,588","0,070",,,,,,,,,,,,,,,,,,,,,,,,"0,565","0,200","0,007",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 700 шпон красное дерево",,,,"0,010","0,0265","54,000","3,195",,,,,,,,,"0,006","0,020",,,"0,0396",,,"0,0059","0,0026",,,,,,,,,,,,"5,165",,,,,,,,,,"0,061","0,633","0,006","0,001","0,001","0,008","0,008","4,000","0,001",,,,"0,891",,,,,"0,015","0,006","0,0003","0,070","2,000",,"0,550","0,128","0,050","8,000","0,004",,,,,,,,,,,,,"0,001","0,196",,,"0,017","0,056","0,617","0,062",,,,,,,,,,,,,,,,,,,,,,,,"0,650","0,200","0,007",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,"0,004","0,002","0,002",,
"Фламенко 62-3 ПГ 700 шпон национальный орех",,,,"0,010","0,0265","54,000","3,195",,,,,,,,,"0,006","0,020",,,"0,0396",,,"0,0059","0,0026",,,,,,,,,,,,,,,"2,150","2,210",,,,,,"0,061","0,633","0,006","0,001","0,001","0,008","0,008","4,000","0,001",,,,"0,891",,,,,"0,015","0,006","0,0003","0,070","2,000",,"0,550","0,128","0,050","8,000","0,019",,,,,,,,,,,,,"0,001","0,127",,,,"0,048","0,588","0,070",,,,,,,,,,,,,,,,,,,,,,,,"0,565","0,200","0,007",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 700 шпон темный дуб",,,,"0,010","0,0265","54,000","3,195",,,,,,,,,"0,006","0,020",,,"0,0396",,,"0,0059","0,0026",,,,,,,,,,,,,,,,,"0,715","4,168",,,,"0,061","0,633","0,006","0,001","0,001","0,008","0,008","4,000","0,001",,,,"0,891",,,,,"0,015","0,006","0,0003","0,070","2,000",,"0,550","0,128","0,050","8,000",,,,,,,,,,,,,,"0,001","0,070",,"0,044",,"0,048","0,588","0,070",,,,,,,,,,,,,,,,,,,,,,,,"0,565","0,200","0,007",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 800 шпон венге",,,,"0,011","0,0298","54,000","3,643",,,,,,,,,"0,006","0,020",,,"0,0458",,,"0,0061","0,0026",,,,,,,,,,,,,"4,149",,,,,,,,,"0,061","0,721","0,007","0,001","0,001","0,010","0,010","4,000","0,002",,,,"1,051",,,,,"0,015","0,006","0,0004","0,070","2,000",,"0,717","0,144","0,050","8,000",,,,,,,,,,,,,,"0,001","0,142",,,"0,036","0,054","0,701","0,080",,,,,,,,,,,,,,,,,,,,,,,,"0,750","0,200","0,008",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 800 шпон дуб",,,,"0,011","0,0298","54,000","3,643",,,,,,,,,"0,006","0,020",,,"0,0458",,,"0,0061","0,0026",,,,,,"0,715","4,168",,,,,,,,,,,,,,,"0,061","0,721","0,007","0,001","0,001","0,010","0,010","4,000","0,002",,,,"1,051",,,,"0,055","0,015","0,006","0,0004","0,070","2,000",,"0,717","0,144","0,050","8,000",,,,,,,,,,,,,,"0,001","0,070","0,055",,,"0,054","0,668","0,080",,,,,,,,,,,,,,,,,,,,,,,,"0,575","0,200","0,008",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 800 шпон красное дерево",,,,"0,011","0,0298","54,000","3,643",,,,,,,,,"0,006","0,020",,,"0,0458",,,"0,0061","0,0026",,,,,,,,,,,,"5,869",,,,,,,,,,"0,061","0,721","0,007","0,001","0,001","0,010","0,010","4,000","0,002",,,,"1,051",,,,,"0,015","0,006","0,0004","0,070","2,000",,"0,717","0,144","0,050","8,000","0,005",,,,,,,,,,,,,"0,001","0,208",,,"0,018","0,064","0,701","0,070",,,,,,,,,,,,,,,,,,,,,,,,"0,750","0,200","0,008",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,"0,004","0,002","0,002",,
"Фламенко 62-3 ПГ 800 шпон национальный орех",,,,"0,011","0,0298","54,000","3,643",,,,,,,,,"0,006","0,020",,,"0,0458",,,"0,0061","0,0026",,,,,,,,,,,,,,,"2,314","2,210",,,,,,"0,061","0,721","0,007","0,001","0,001","0,010","0,010","4,000","0,002",,,,"1,051",,,,,"0,015","0,006","0,0004","0,070","2,000",,"0,717","0,144","0,050","8,000","0,023",,,,,,,,,,,,,"0,001","0,139",,,,"0,054","0,668","0,080",,,,,,,,,,,,,,,,,,,,,,,,"0,575","0,200","0,008",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 800 шпон темный дуб",,,,"0,011","0,0298","54,000","3,643",,,,,,,,,"0,006","0,020",,,"0,0458",,,"0,0061","0,0026",,,,,,,,,,,,,,,,,"0,715","4,168",,,,"0,061","0,721","0,007","0,001","0,001","0,010","0,010","4,000","0,002",,,,"1,051",,,,,"0,015","0,006","0,0004","0,070","2,000",,"0,717","0,144","0,050","8,000",,,,,,,,,,,,,,"0,001","0,070",,"0,050",,"0,054","0,668","0,080",,,,,,,,,,,,,,,,,,,,,,,,"0,575","0,200","0,008",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 900 шпон венге",,,,"0,013","0,0312","60,000","4,090",,,,,,,,,"0,006","0,020",,,"0,0520",,,"0,0063","0,0035",,,,,,,,,,,,,"4,620",,,,,,,,,"0,061","0,810","0,008","0,001","0,001","0,011","0,011","4,000","0,002",,,,"1,149",,,,,"0,015","0,007","0,0004","0,070","2,000",,"0,717","0,160","0,050","8,000",,,,,,,,,,,,,,"0,001","0,148",,,"0,039","0,061","0,785","0,090",,,,,,,,,,,,,,,,,,,,,,,,"0,850","0,200","0,008",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 900 шпон дуб",,,,"0,013","0,0312","60,000","4,090",,,,,,,,,"0,006","0,020",,,"0,0520",,,"0,0063","0,0035",,,,,,"0,979","4,168",,,,,,,,,,,,,,,"0,061","0,810","0,008","0,001","0,001","0,011","0,011","4,000","0,002",,,,"1,149",,,,"0,059","0,015","0,007","0,0004","0,070","2,000",,"0,717","0,160","0,050","8,000",,,,,,,,,,,,,,"0,001","0,070","0,059",,,"0,061","0,748","0,090",,,,,,,,,,,,,,,,,,,,,,,,"0,585","0,200","0,008",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 900 шпон красное дерево",,,,"0,013","0,0312","60,000","4,090",,,,,,,,,"0,006","0,020",,,"0,0520",,,"0,0063","0,0035",,,,,,,,,,,,"6,531",,,,,,,,,,"0,061","0,810","0,008","0,001","0,001","0,011","0,011","4,000","0,002",,,,"1,149",,,,,"0,015","0,007","0,0004","0,070","2,000",,"0,717","0,160","0,050","8,000","0,005",,,,,,,,,,,,,"0,001","0,214",,,"0,019","0,072","0,785","0,079",,,,,,,,,,,,,,,,,,,,,,,,"0,850","0,200","0,008",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,"0,005","0,002","0,002",,
"Фламенко 62-3 ПГ 900 шпон национальный орех",,,,"0,013","0,0312","60,000","4,090",,,,,,,,,"0,006","0,020",,,"0,0520",,,"0,0063","0,0035",,,,,,,,,,,,,,,"2,633","2,210",,,,,,"0,061","0,810","0,008","0,001","0,001","0,011","0,011","4,000","0,002",,,,"1,149",,,,,"0,015","0,007","0,0004","0,070","2,000",,"0,717","0,160","0,050","8,000","0,025",,,,,,,,,,,,,"0,001","0,145",,,,"0,061","0,748","0,090",,,,,,,,,,,,,,,,,,,,,,,,"0,585","0,200","0,008",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПГ 900 шпон темный дуб",,,,"0,013","0,0312","60,000","4,090",,,,,,,,,"0,006","0,020",,,"0,0520",,,"0,0063","0,0035",,,,,,,,,,,,,,,,,"0,979","4,168",,,,"0,061","0,810","0,008","0,001","0,001","0,011","0,011","4,000","0,002",,,,"1,149",,,,,"0,015","0,007","0,0004","0,070","2,000",,"0,717","0,160","0,050","8,000",,,,,,,,,,,,,,"0,001","0,070",,"0,054",,"0,061","0,748","0,090",,,,,,,,,,,,,,,,,,,,,,,,"0,585","0,200","0,008",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Фламенко 62-3 ПО 600 шпон венге",,,,"0,006","0,0250","54,000","2,748",,,,,,,,,"0,004","0,020",,,"0,0333",,,"0,0057","0,0026",,,,,,,,,,,,,"2,363",,,,,,,,"0,020","0,061","0,394","0,004","0,001","0,001","0,005","0,005","4,000","0,001",,,,"0,448",,,,,"0,015","0,003","0,0003","0,070","2,000",,"0,450","0,112","0,070","4,000",,,,"4,000",,,,,,,"6,000",,,"0,001","0,146",,,"0,038","0,029","0,497","0,043",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001","0,001",,,,,,,,,,,,,,,
"Фламенко 62-3 ПО 600 шпон дуб",,,,"0,006","0,0250","54,000","2,748",,,,,,,,"0,020","0,004","0,020",,,"0,0333",,,"0,0057","0,0026",,,,,,"1,385","1,430",,,,,,,,,,,,,,"0,020","0,061","0,394","0,004","0,001","0,001","0,005","0,005","4,000","0,001",,,,"0,448",,,,"0,062","0,015","0,003","0,0003","0,070","2,000",,"0,450","0,112","0,070","4,000",,,,"4,000",,,,,,,"6,000",,,"0,001","0,070","0,062",,,"0,029","0,478","0,043",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001","0,001",,,,,,,,,,,,,,,
"Фламенко 62-3 ПО 600 шпон красное дерево",,,,"0,006","0,0250","54,000","2,748",,,,,,,,,"0,004","0,020",,,"0,0333",,,"0,0057","0,0026",,,,,,,,,,,,"3,357",,,,,,,,,"0,020","0,061","0,394","0,004","0,001","0,001","0,005","0,005","4,000","0,001",,,,"0,448",,,,,"0,015","0,003","0,0003","0,070","2,000",,"0,450","0,112","0,070","4,000","0,005",,,"4,000",,,,,,,"6,000",,,"0,001","0,214",,,"0,019","0,034","0,497","0,038",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001","0,001",,,,,,,,,,,"0,002","0,001","0,001",,
"Фламенко 62-3 ПО 600 шпон национальный орех",,,,"0,006","0,025","54,000","2,748",,,,,,,,"0,020","0,004","0,020",,,"0,0333",,,"0,0057","0,0026",,,,,,,,,,,,,,,"1,986","0,330",,,,,"0,020","0,061","0,394","0,004","0,001","0,001","0,005","0,005","4,000","0,001",,,,"0,448",,,,,"0,015","0,003","0,0003","0,070","2,000",,"0,450","0,112","0,070","4,000","0,024",,,"4,000",,,,,,,"6,000",,,"0,001","0,142",,,,"0,029","0,478","0,043",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001","0,001",,,,,,,,,,,,,,,
"Фламенко 62-3 ПО 600 шпон темный дуб",,,,"0,006","0,0250","54,000","2,748",,,,,,,,"0,020","0,004","0,020",,,"0,0333",,,"0,0057","0,0026",,,,,,,,,,,,,,,,,"1,385","1,430",,,"0,020","0,061","0,394","0,004","0,001","0,001","0,005","0,005","4,000","0,001",,,,"0,448",,,,,"0,015","0,003","0,0003","0,070","2,000",,"0,450","0,112","0,070","4,000",,,,"4,000",,,,,,,"6,000",,,"0,001","0,070",,"0,061",,"0,029","0,478","0,043",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001","0,001",,,,,,,,,,,,,,,
"Фламенко 62-3 ПО 700 шпон венге",,,,"0,007","0,0288","54,000","3,195",,,,,,,,,"0,004","0,020",,,"0,0396",,,"0,0059","0,0026",,,,,,,,,,,,,"2,619",,,,,,,,"0,020","0,061","0,439","0,004","0,001","0,001","0,006","0,006","4,000","0,001",,,,"0,504",,,,,"0,015","0,004","0,0003","0,070","2,000",,"0,550","0,128","0,080","4,000",,,,"4,000",,,,,,,"6,000",,,"0,001","0,156",,,"0,043","0,033","0,551","0,048",,,,,,,,,,,,,,,,,,,,,,,,"0,650","0,200","0,007",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001","0,001",,,,,,,,,,,,,,,
"Фламенко 62-3 ПО 700 шпон дуб",,,,"0,007","0,0288","54,000","3,195",,,,,,,,"0,020","0,004","0,020",,,"0,0396",,,"0,0059","0,0026",,,,,,"1,385","1,716",,,,,,,,,,,,,,"0,020","0,061","0,439","0,004","0,001","0,001","0,006","0,006","4,000","0,001",,,,"0,504",,,,"0,066","0,015","0,004","0,0003","0,070","2,000",,"0,550","0,128","0,080","4,000",,,,"4,000",,,,,,,"6,000",,,"0,001","0,070","0,066",,,"0,033","0,530","0,048",,,,,,,,,,,,,,,,,,,,,,,,"0,565","0,200","0,007",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001","0,001",,,,,,,,,,,,,,,
"Фламенко 62-3 ПО 700 шпон красное дерево",,,,"0,007","0,0288","54,000","3,195",,,,,,,,,"0,004","0,020",,,"0,0396",,,"0,0059","0,0026",,,,,,,,,,,,"3,717",,,,,,,,,"0,020","0,061","0,439","0,004","0,001","0,001","0,006","0,006","4,000","0,001",,,,"0,504",,,,,"0,015","0,004","0,0003","0,070","2,000",,"0,550","0,128","0,080","4,000","0,005",,,"4,000",,,,,,,"6,000",,,"0,001","0,220",,,"0,020","0,038","0,551","0,042",,,,,,,,,,,,,,,,,,,,,,,,"0,650","0,200","0,007",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001","0,001",,,,,,,,,,,"0,002","0,001","0,001",,
"Фламенко 62-3 ПО 700 шпон национальный орех",,,,"0,007","0,0288","54,000","3,195",,,,,,,,"0,020","0,004","0,020",,,"0,0396",,,"0,0059","0,0026",,,,,,,,,,,,,,,"2,150","0,737",,,,,"0,020","0,061","0,439","0,004","0,001","0,001","0,006","0,006","4,000","0,001",,,,"0,504",,,,,"0,015","0,004","0,0003","0,070","2,000",,"0,550","0,128","0,080","4,000","0,028",,,"4,000",,,,,,,"6,000",,,"0,001","0,154",,,,"0,033","0,530","0,048",,,,,,,,,,,,,,,,,,,,,,,,"0,565","0,200","0,007",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001","0,001",,,,,,,,,,,,,,,
